0.13661,0.096599
0.13682,0.096749
0.13704,0.0969
0.13725,0.097052
0.13747,0.097204
0.13768,0.097357
0.1379,0.09751
0.13812,0.097663
0.13834,0.097818
0.13855,0.097973
0.13877,0.098128
0.13899,0.098284
0.13922,0.098441
0.13944,0.098598
0.13966,0.098756
0.13989,0.098915
0.14011,0.099074
0.14034,0.099233
0.14056,0.099394
0.14079,0.099555
0.14102,0.099716
0.14125,0.099878
0.14148,0.10004
0.14171,0.1002
0.14194,0.10037
0.14218,0.10053
0.14241,0.1007
0.14264,0.10086
0.14288,0.10103
0.14312,0.1012
0.14335,0.10137
0.14359,0.10153
0.14383,0.1017
0.14407,0.10187
0.14431,0.10204
0.14455,0.10222
0.1448,0.10239
0.14504,0.10256
0.14529,0.10273
0.14553,0.10291
0.14578,0.10308
0.14603,0.10326
0.14628,0.10343
0.14653,0.10361
0.14678,0.10379
0.14703,0.10396
0.14728,0.10414
0.14754,0.10432
0.14779,0.1045
0.14805,0.10468
0.1483,0.10487
0.14856,0.10505
0.14882,0.10523
0.14908,0.10542
0.14934,0.1056
0.1496,0.10579
0.14987,0.10597
0.15013,0.10616
0.1504,0.10635
0.15066,0.10653
0.15093,0.10672
0.1512,0.10691
0.15147,0.1071
0.15174,0.1073
0.15201,0.10749
0.15229,0.10768
0.15256,0.10788
0.15284,0.10807
0.15311,0.10827
0.15339,0.10846
0.15367,0.10866
0.15395,0.10886
0.15423,0.10906
0.15451,0.10926
0.1548,0.10946
0.15508,0.10966
0.15537,0.10986
0.15565,0.11006
0.15594,0.11027
0.15623,0.11047
0.15652,0.11068
0.15681,0.11088
0.15711,0.11109
0.1574,0.1113
0.1577,0.11151
0.158,0.11172
0.15829,0.11193
0.15859,0.11214
0.15889,0.11236
0.1592,0.11257
0.1595,0.11278
0.1598,0.113
0.16011,0.11322
0.16042,0.11343
0.16073,0.11365
0.16104,0.11387
0.16135,0.11409
0.16166,0.11431
0.16198,0.11453
0.16229,0.11476
0.16261,0.11498
0.16293,0.11521
0.16325,0.11543
0.16357,0.11566
0.16389,0.11589
0.16421,0.11612
0.16454,0.11635
0.16487,0.11658
0.1652,0.11681
0.16553,0.11704
0.16586,0.11728
0.16619,0.11751
