0,81037795,130998703,81037815,130992083,-2600.000,860600.000,-2600.000,860600.000,54,-823
1,81037795,130998703,81037800,131003751,-650.000,-656240.000,-650.000,-656240.000,56,-834
2,81037795,130998703,81037777,131013221,2340.000,-1887340.000,2340.000,-1887340.000,56,-827
3,81037832,130998703,81037754,131020443,10140.000,-2826200.000,10140.000,-2826200.000,57,-795
4,81037869,130998703,81037737,131025546,17160.000,-3489590.000,17160.000,-3489590.000,58,-743
5,81037906,130998703,81037733,131028681,22490.000,-3897140.000,22490.000,-3897140.000,56,-646
6,81037981,130998703,81037740,131030071,31330.000,-4077840.000,31330.000,-4077840.000,58,-562
7,81038057,130998703,81037756,131029989,39130.000,-4067180.000,39130.000,-4067180.000,56,-482
8,81038133,130998703,81037781,131028813,45760.000,-3914300.000,45760.000,-3914300.000,59,-407
9,81038246,130998703,81037798,131026863,58240.000,-3660800.000,58240.000,-3660800.000,56,-340
10,81038359,130998703,81037812,131024332,71110.000,-3331770.000,71110.000,-3331770.000,59,-284
11,81038472,130998703,81037816,131021365,85280.000,-2946060.000,85280.000,-2946060.000,59,-229
12,81038622,130998703,81037809,131018046,105690.000,-2514590.000,105690.000,-2514590.000,60,-178
13,81038773,130998703,81037811,131014481,125060.000,-2051140.000,125060.000,-2051140.000,61,-126
14,81038924,130998703,81037802,131010748,145860.000,-1565850.000,145860.000,-1565850.000,65,-77
15,81039112,130998703,81037802,131006931,170300.000,-1069640.000,170300.000,-1069640.000,64,-33
16,81039300,130998703,81037805,131003144,194350.000,-577330.000,194350.000,-577330.000,66,0
17,81039488,130998703,81037821,130999456,216710.000,-97890.000,216710.000,-97890.000,68,32
18,81039714,130998703,81037862,130995895,240760.000,365040.000,240760.000,365040.000,69,78
19,81039940,130998703,81037907,130992546,264290.000,800410.000,264290.000,800410.000,68,104
20,81040167,130998703,81037954,130989504,287690.000,1195870.000,287690.000,1195870.000,72,128
21,81040430,130998703,81038005,130986865,315250.000,1538940.000,315250.000,1538940.000,73,144
22,81040694,130998703,81038039,130984669,345150.000,1824420.000,345150.000,1824420.000,75,153
23,81040958,130998703,81038073,130982911,375050.000,2052960.000,375050.000,2052960.000,77,156
24,81041259,130998703,81038095,130981623,411320.000,2220400.000,411320.000,2220400.000,80,148
25,81041560,130998703,81038103,130980772,449410.000,2331030.000,449410.000,2331030.000,84,140
26,81041862,130998703,81038138,130980335,484120.000,2387840.000,484120.000,2387840.000,85,128
27,81042201,130998703,81038174,130980291,523510.000,2393560.000,523510.000,2393560.000,88,113
28,81042540,130998703,81038235,130980542,559650.000,2360930.000,559650.000,2360930.000,91,95
29,81042879,130998703,81038314,130981004,593450.000,2300870.000,593450.000,2300870.000,91,86
30,81043255,130998703,81038409,130981558,629980.000,2228850.000,629980.000,2228850.000,94,75
31,81043632,130998703,81038522,130982145,664300.000,2152540.000,664300.000,2152540.000,95,68
