0,73173896,61093635,73173885,61023204,1430.000,9156030.000,1430.000,9156030.000,29,-545
1,73173896,61093635,73173886,61032164,1300.000,7991230.000,1300.000,7991230.000,28,-401
2,73173896,61093635,73173876,61039700,2600.000,7011550.000,2600.000,7011550.000,31,-306
3,73173933,61093635,73173880,61046138,6890.000,6174610.000,6890.000,6174610.000,28,-219
4,73173970,61093635,73173881,61051599,11570.000,5464680.000,11570.000,5464680.000,29,-134
5,73174008,61093635,73173890,61056205,15340.000,4865900.000,15340.000,4865900.000,29,-39
6,73174083,61093635,73173887,61060162,25480.000,4351490.000,25480.000,4351490.000,32,32
7,73174158,61093635,73173890,61063602,34840.000,3904290.000,34840.000,3904290.000,32,92
8,73174234,61093635,73173897,61066599,43810.000,3514680.000,43810.000,3514680.000,37,163
9,73174347,61093635,73173922,61069224,55250.000,3173430.000,55250.000,3173430.000,36,221
10,73174460,61093635,73173940,61071622,67600.000,2861690.000,67600.000,2861690.000,41,254
11,73174573,61093635,73173960,61073860,79690.000,2570750.000,79690.000,2570750.000,40,259
12,73174723,61093635,73173989,61075966,95420.000,2296970.000,95420.000,2296970.000,48,255
13,73174874,61093635,73174012,61077932,112060.000,2041390.000,112060.000,2041390.000,53,235
14,73175025,61093635,73174050,61079706,126750.000,1810770.000,126750.000,1810770.000,57,242
15,73175213,61093635,73174077,61081324,147680.000,1600430.000,147680.000,1600430.000,67,236
16,73175401,61093635,73174130,61082784,165230.000,1410630.000,165230.000,1410630.000,68,234
17,73175590,61093635,73174185,61084110,182650.000,1238250.000,182650.000,1238250.000,76,224
18,73175816,61093635,73174245,61085309,204230.000,1082380.000,204230.000,1082380.000,80,221
19,73176042,61093635,73174326,61086371,223080.000,944320.000,223080.000,944320.000,85,216
20,73176268,61093635,73174389,61087283,244270.000,825760.000,244270.000,825760.000,103,224
21,73176531,61093635,73174479,61088054,266760.000,725530.000,266760.000,725530.000,104,232
22,73176795,61093635,73174585,61088708,287300.000,640510.000,287300.000,640510.000,104,242
23,73177059,61093635,73174710,61089267,305370.000,567840.000,305370.000,567840.000,114,257
24,73177360,61093635,73174862,61089741,324740.000,506220.000,324740.000,506220.000,120,267
25,73177662,61093635,73175038,61090165,341120.000,451100.000,341120.000,451100.000,119,271
26,73177964,61093635,73175228,61090549,355680.000,401180.000,355680.000,401180.000,121,274
27,73178302,61093635,73175437,61090918,372450.000,353210.000,372450.000,353210.000,123,272
28,73178641,61093635,73175666,61091265,386750.000,308100.000,386750.000,308100.000,134,262
29,73178980,61093635,73175923,61091598,397410.000,264810.000,397410.000,264810.000,131,250
30,73179356,61093635,73176196,61091894,410800.000,226330.000,410800.000,226330.000,134,243
31,73179733,61093635,73176486,61092171,422110.000,190320.000,422110.000,190320.000,134,238
32,73180110,61093635,73176795,61092394,430950.000,161330.000,430950.000,161330.000,139,233
33,73180524,61093635,73177111,61092584,443690.000,136630.000,443690.000,136630.000,140,237
34,73180939,61093635,73177450,61092721,453570.000,118820.000,453570.000,118820.000,140,238
35,73181354,61093636,73177811,61092827,460590.000,105170.000,460590.000,105170.000,140,246
36,73181806,61093636,73178208,61092905,467740.000,95030.000,467740.000,95030.000,140,253
37,73182258,61093636,73178613,61092959,473850.000,88010.000,473850.000,88010.000,136,256
38,73182710,61093636,73179043,61092999,476710.000,82810.000,476710.000,82810.000,127,262
39,73183199,61093636,73179481,61093039,483340.000,77610.000,483340.000,77610.000,131,264
40,73183689,61093636,73179914,61093071,490750.000,73450.000,490750.000,73450.000,136,266
41,73184179,61093637,73180372,61093117,494910.000,67600.000,494910.000,67600.000,132,264
42,73184706,61093637,73180835,61093163,503230.000,61620.000,503230.000,61620.000,131,267
43,73185233,61093637,73181311,61093214,509860.000,54990.000,509860.000,54990.000,131,259
44,73185761,61093638,73181795,61093271,515580.000,47710.000,515580.000,47710.000,136,257
45,73186326,61093638,73182288,61093328,524940.000,40300.000,524940.000,40300.000,131,250
46,73186891,61093638,73182781,61093387,534300.000,32630.000,534300.000,32630.000,133,252
47,73187456,61093638,73183286,61093436,542100.000,26260.000,542100.000,26260.000,136,246
48,73188059,61093638,73183806,61093470,552890.000,21840.000,552890.000,21840.000,132,248
49,73188662,61093638,73184334,61093502,562640.000,17680.000,562640.000,17680.000,132,248
50,73189265,61093639,73184878,61093521,570310.000,15340.000,570310.000,15340.000,135,248
