119.81,52.087,52.046
98.945,29.703,29.652
107.6,45.327,45.288
130.93,69.081,69.05
122.94,64.552,64.522
132.23,69.973,69.942
127.18,66.214,66.182
113.54,49.907,49.866
101.31,42.022,41.986
132.88,71.018,70.987
113.72,55.016,54.984
130.12,68.931,68.901
132.91,71.029,70.998
118.82,59.668,59.636
136.65,72.988,72.957
144.97,76.981,76.949
118.64,60.288,60.257
99.076,42.497,42.465
119.64,60.548,60.515
123.02,64.138,64.107
117.49,59.719,59.689
136.16,72.561,72.53
124.23,65.042,65.012
105.75,53.08,53.051
131.7,69.988,69.957
114.88,46.388,46.342
102.56,32.608,32.56
121.02,61.355,61.324
129.63,68.993,68.962
116.47,56.717,56.685
108.22,41.085,41.037
98.415,42.236,42.203
115.02,52.523,52.484
105.54,37.355,37.306
102.27,33.611,33.56
126.31,67.284,67.255
105.95,39.618,39.571
106.57,38.36,38.311
128.45,67.791,67.76
100.29,46.253,46.222
130.49,68.462,68.431
129.46,68.127,68.095
100.93,30.227,30.176
137.08,72.767,72.735
125.91,66.411,66.38
121.27,61.752,61.72
129.27,67.455,67.423
102.1,33.322,33.275
119.62,59.55,59.516
116.7,49.525,49.482
123.45,63.144,63.112
100.02,45.79,45.759
133.48,69.698,69.665
99.443,42.645,42.612
131.84,69.699,69.668
103.29,49.681,49.651
123.56,63.954,63.922
120.11,60.547,60.515
142.61,75.748,75.717
136.21,73.016,72.986
98.657,42.162,42.129
124.75,64.294,64.262
121.76,64.019,63.99
105.75,39.879,39.834
104.78,36.991,36.942
136.66,72.398,72.367
122.42,61.98,61.947
132.14,69.469,69.437
128.89,67.515,67.483
114.87,56.088,56.056
126.62,65.605,65.573
124.8,64.672,64.64
124.81,64.979,64.948
127.95,66.768,66.736
131.17,69.613,69.582
125.14,66.103,66.072
110.23,44.081,44.035
141.23,74.342,74.31
131.14,67.264,67.23
137.94,73.153,73.121
133.38,71.374,71.344
127.95,67.722,67.691
109.08,43.134,43.089
111.15,50.711,50.677
101.87,32.8,32.751
139.34,74.211,74.18
104.55,36.27,36.222
126.77,66.335,66.304
136.47,72.172,72.141
112.64,51.223,51.19
138.94,74.286,74.255
104.91,36.444,36.398
102.78,33.526,33.476
115.83,55.647,55.615
102.23,33.686,33.638
114.93,55.807,55.774
112.48,46.361,46.317
129.59,69.951,69.922
125.91,65.029,64.996
115.37,57.724,57.693
103.39,34.711,34.661
108.62,41.367,41.319
109.85,50.542,50.51
103.47,35.055,35.008
118.67,55.067,55.028
104.16,34.948,34.897
121.51,62.221,62.189
140.11,74.535,74.503
104.02,34.802,34.755
119.47,60.106,60.075
103.35,35.188,35.142
106.25,37.649,37.598
136.93,72.866,72.835
132.41,70.17,70.139
135.92,71.869,71.838
99.651,29.048,28.996
102.24,33.001,32.951
122.79,63.571,63.541
122.1,62.138,62.106
110.71,44.748,44.702
125.73,66.672,66.642
131.75,69.399,69.368
111.66,49.9,49.863
118.44,58.754,58.721
126.38,66.779,66.748
111.12,51.775,51.741
138.08,73.067,73.035
99.16,30.552,30.503
138.38,74.937,74.907
115.26,55.878,55.846
129.01,68.531,68.5
124.57,63.947,63.916
134.51,70.496,70.464
115.14,52.472,52.432
122.44,62.266,62.234
97.291,25.569,25.513
122.68,63.256,63.225
145.46,77.581,77.55
140.05,74.38,74.348
109.41,44.613,44.568
122.15,62.556,62.525
137.76,74.034,74.003
105.16,36.901,36.851
128.01,66.617,66.586
144.38,77.269,77.239
110.42,43.886,43.839
121.12,61.882,61.851
99.607,27.657,27.602
137.96,72.898,72.866
128.86,68.386,68.356
135.23,72.312,72.281
137.6,73.231,73.2
104.78,36.094,36.044
106.98,38.585,38.539
