0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.3,506.94156,-2610.0115,1567.6208,1134.4977,-2501.893,2003.0541,1957.9834,456.22586,-470.09872,2802.9688,-2008.9208,503.47568,-4651.123,3965.254,-14488.875
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.301,507.34863,-2610.7363,1567.4636,1134.6282,-2501.939,2003.057,1957.4937,456.67252,-470.26718,2802.8408,-2008.9781,504.45706,-4652.267,3963.77,-14489.251
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
0.302,507.75485,-2611.4597,1567.3064,1134.759,-2501.985,2003.0599,1957.0038,457.11887,-470.43588,2802.712,-2009.0353,505.43817,-4653.412,3962.2869,-14489.628
